profile_name,user_reviews,rating_date,visit_date,summary,text,stars
NellBolton,54 reviews,"Reviewed October 8, 2013",Date of visit: September 2013,An Experirnce Not to be Missed,"A visit here is a must if you are staying in the Paphos or Coral Bay Area.  The menu has plenty of variety of well cooked food and ample portion sizes.  The entertainment commences when anyone has a birthday or celebration. However, be prepared to...More",5
alec_mills,36 reviews,"Reviewed October 8, 2013",Date of visit: September 2013,Oversized Portions Poor Quality Control,"We were recommended to eat at FAT Mammas. Upon arrival the greeting was very welcoming and the staff attentive but that is where it ended.

The 'caberet' is outdated and tacky, the food is bland and far to big with reflecting prices. From personal experience...More",2
haynes73,2 reviews,"Reviewed October 7, 2013",Date of visit: August 2013,Great entertainment for couples and families.,"Great location to walk or bus too.
The bus goes right outside on the main road and it's a 615.

The food was great we were in Cyprus for 14 days and went there several times having different dishes.
Every dish was great including desert.",5
Laurafields,7 reviews,"Reviewed October 4, 2013",,Disspointing,Went last year and remembered it being superb but we felt the food standards had dropped!the rattlesnake steak didnt tasts like beef! However the burger i had was amazing,3
Tobehonestwithyou,94 reviews,"Reviewed October 2, 2013",Date of visit: September 2013,Tackled Fat Mama's on second night of holiday,"Recommended by a work colleague, we found Fat Mamma's on our second night in Cyprus. This experience confirmed that portions are huge in Cyprus. Steaks delicious and good selection of wine and beer, The ""dancing girls"" were a bit tedious and service was somewhat rushed....More",4
Cloudytea,37 reviews,"Reviewed October 1, 2013",Date of visit: September 2013,Great food and entertainment,"The menu here is massive, so much choice, something for everyone.  There's always some sort of entertainment going on and when it's someone's birthday or special occasion the dancing girls come out with a cake!",5
Paul C,84 reviews,"Reviewed September 30, 2013",Date of visit: September 2013,A good night out,Me and my partner visited Fat Mama's on 2 occasions during our stay in Cyprus and after our second visit my partner even said it was the best meal she had eaten all holiday. There is plenty to chose from on the menu such as...More,4
thornecolin,11 reviews,"Reviewed September 30, 2013",Date of visit: September 2013,big portions,"could not eat all the food as so much,but lovely food and entertainment on whilst dining,always busy so thats a good sign!!!!",5
512melc,3 reviews,"Reviewed September 29, 2013",Date of visit: September 2013,Great entertainment,"Large food portions, food quality ok. Dancing on every night with a show at about 9.30pm.  Great entertainment for the kids",4
TERRYBARTER,13 reviews,"Reviewed September 28, 2013",Date of visit: September 2013,very good,dancers a bit boring they did not change their routine all evening but food was good with a good atmospher,4
felixthecatisme,473 reviews,"Reviewed September 26, 2013",Date of visit: September 2013,A lot of fun,This is a great restaurant serving a huge and varied menu. The little skits of entertainment by the staff are a lot of fun and were thoroughly enjoyed by my 18 month old grandson who clapped and cheered throughout. This is a very baby friendly...More,4
iain m,4 reviews,"Reviewed September 26, 2013",Date of visit: September 2013,great venue,for portion size and quality great entertainment from the staff dancing and the friendly atmosphere A MUST VISIT,5
SteveandPamA,110 reviews,"Reviewed September 24, 2013",Date of visit: September 2013,Bring Your Appetite,"We were told beforehand that the portion sizes are large, but large is an understatement to say the least! The main course we had was the ribs, which were excellent but could have easily fed a family of four! If you are going to eat...More",4
Steve T,3 reviews,"Reviewed September 23, 2013",Date of visit: September 2013,"Same Old, Same Old",First visited fat mamas five years ago and have visited the restaurant every year since. The menus remain the same old and dated and the quality of the food has declined every year. The entertainment is boring and very very repetitive they need to change...More,1
robbo72,105 reviews,"Reviewed September 21, 2013",Date of visit: September 2013,PORTIONS TOO BIG,The only fault with this restaurant is the size of the portions - (we left half of the 'small portions') - although some people may not consider that a fault. The waiters and waitresses were all very friendly and accommodating and there is a nice...More,4
DuilioRiva,6 reviews,"Reviewed September 20, 2013",Date of visit: September 2013,Fast food.!,"If you want to eat fresh food, and well cooked you should not visit this place. Os fine, because is near a bust stop, near the beach and near the bar street in Coral Bay, but that's all. One of the girls who served us...More",4
LunaYoga,33 reviews,"Reviewed September 18, 2013",Date of visit: September 2013,OMG,the portions here are crazy! I ordered the small ribs yet it was enough for a family of four. I had to check I had the small portion as it was stupidly big. Forget a starter if you want to be able to eat your...More,3
catherinelS4937RH,55 reviews,"Reviewed September 18, 2013",Date of visit: September 2013,Not too bad!,"I've been to paphos loads of times but never been to Fat Mamas so me and my boyfriend thought we would give it a try. Very good service, staff lovely. Had the mussels for start which were lovely and pepperoni pizza for main, pizza was...More",4
Alex C,11 reviews,"Reviewed September 16, 2013",Date of visit: October 2012,What a feast!,We were staying in a hotel half board but soon found out the dinner menu was not up to much and soon became hungry for a good feed!  We had passed fat mamas a couple of evening and always a large queue stood waiting for...More,5
Angela L,15 reviews,"Reviewed September 15, 2013",Date of visit: September 2013,Man versus food portions,We made a mistake in ordering a sharing nacho platter and a main course. We were full from the starter. I ordered the small enchillada so would be amazed to see what size the large was. Good tasty food. Friendly staff. We ate later in...More,4
JOHNDOUGHTY,120 reviews,"Reviewed September 14, 2013",Date of visit: September 2013,a lovely experience,"My wife and myself were recommended to go here by the Thomson rep at our hotel in Pathos. She said to get there early as it can get crowded. Walked to it after getting off the bus with other 
eateries looking very quiet( It was...More",4
shanners12,3 reviews,"Reviewed September 12, 2013",Date of visit: September 2013,Gone abit downhill,Eaten here before and was 1st class food and entertainment. That was 2 years ago food was ok not as good as before and entertainment not half as good which is a shame as they really put on a good show before 😞,3
Lal137,44 reviews,"Reviewed September 12, 2013",Date of visit: September 2013,Great value,Good food at sensible prices. Portions are huge. A few games in the corner to keep kids entertained too.,4
rubles1,98 reviews,"Reviewed September 11, 2013",Date of visit: September 2013,One not to miss,I am surprised at any poor reviews as we ate here 3 times during our holiday. The service and food was excellent each time. The quantities are huge and so sadly we didn't manage to test desserts!!  The place is always busy and the staff...More,5
Lorraine F,3 reviews,"Reviewed September 10, 2013",Date of visit: August 2013,Ribs to die for,"Fantastic service, friendly staff. Massive portions. The ribs just fall off the bone, so succulent and tasty.. definately worth a return visit",5
krazykat649,23 reviews,"Reviewed September 8, 2013",Date of visit: September 2013,Cabaret burgers,"Service good, menu is burgers or ribs and everything seems to come with a jacket potato. Has a 'cabaret' show which is bizarre but entertaining. Was recommended to us but not impressed.",3
Rachael S,35 reviews,"Reviewed September 8, 2013",Date of visit: August 2013,Fab times !,Everybody raves about Fat Mamas !  You just have to go !  Massive portions and a huge variety on the two menus.  The atmosphere is great - don't forget to give compliments to the chef which results in a cheer from the kitchen.,4
kevin s,6 reviews,"Reviewed September 6, 2013",Date of visit: August 2013,GREAT FOOD,"We Had a great time when my family and I visited Fat mamas, the entertainment was great a young lady singing to the people while they ate and dancers dancing around.
The food was  fantastic i told the waiter that the burger i had was...More",5
